367,Mike,"2022-02-17 12:16:23","Wednesday (yesterday): CentaC work in morning.  <h4>Burst Water Pipe at Clayton:</h4> Drive to Clayton to fix burst water pipe near garden tap.  Shift a pile of bricks and besser bricks, cut back 6 foot high sword grass, weeds, and move vegetation debris, and dig around and find the leak, very hot and humid, am now soaking wet and no energy left.  But at least I have found the leak. <br> I have 2 Options: <br>* I can dig and work for another 2-3 hours to remove enough soil, mod, and water, cut the pipe, and insert a joiner - all of the tools and parts are in my car - and fix the leak myself.  But there's going to be a big Excess Water bill because of this burst pipe - rough estimate $3,000.  If I keep bustng my guts and fix the leak myself, then I will have to pay the $3,000 Excess Water bill.  (If I do the repair myself, I cannot claim a rebate of the Excess Water bill - Council's rules). <br>* OR, I can get a plumber in to do the digging and repair, and he can fill out paper work to claim the $3,000 Excess Water bill back from the Council after I pay it.  My local Council do Excess Water bill rebates once per year for a property to cover people for burst water pipes.  This is by far the best option all round - saves me 2-3 hours of really dirty, hard work, and no Excess Water Bill.  <h4>Mum's house for lunch:</h4> And while there, phone a plumber and organise the repairs - he will do it later today or in the morning.  <h4>Bobcat and Shopping:</h4> Go into Coatest Hire, the bobcat is not available this weekend, so book the bobcat for the weekend *after* next weekend.  i.e. for 26 and 27 Feb.  Also do some food / grocery shopping."
366,Mike,"2022-02-17 12:13:36","Wednesday (yesterday): CentaC work in morning.  <h4>Burst Water Pipe at Clayton:</h4> Drive to Clayton to fix burst water pipe near garden tap.  Shift a pile of bricks and besser bricks, cut back 6 foot high sword grass, weeds, and move vegetation debris, and dig around and find the leak, very hot and humid, am now soaking wet and no energy left.  But at least I have found the leak. <p><br></p> <br> I have 2 Options: <p><br></p> <br>* I can dig and work for another 2-3 hours to remove enough soil, mod, and water, cut the pipe, and insert a joiner - all of the tools and parts are in my car - and fix the leak myself.  But there's going to be a big Excess Water bill because of this burst pipe - rough estimate $3,000.  If I keep bustng my guts and fix the leak myself, then I will have to pay the $3,000 Excess Water bill.  (If I do the repair myself, I cannot claim a rebate of the Excess Water bill - Council's rules). <p><br></p> <br>* OR, I can get a plumber in to do the digging and repair, and he can fill out paper work to claim the $3,000 Excess Water bill back from the Council after I pay it.  My local Council do Excess Water bill rebates once per year for a property to cover people for burst water pipes.  This is by far the best option all round - saves me 2-3 hours of really dirty, hard work, and no Excess Water Bill.  <h4>Mum's house for lunch:</h4> And while there, phone a plumber and organise the repairs - he will do it later today or in the morning."
365,Margaret,"2022-02-17 06:36:41","All OK -- quiet day ahead"
364,Margaret,"2022-02-16 05:37:28","All OK -- quiet day ahead"
363,Margaret,"2022-02-15 05:40:44","All OK -- laughed out loud at Leonardo di Caprio and the black cat on the Titanic"
362,Margaret,"2022-02-15 05:28:52","All OK -- heavy rain late last night -- praying it holds off this weekend for the bobcat -- will see Dr. Geraldine Young at 1.30 pm -- have only had phone consultations with her for months because of Covid."
361,Mike,"2022-02-14 22:12:42","Work for CentaC most of day. <br> <h4>Vegetation Pruning:</h4> Walk driveway in late arvo with Mum's battery Reciprocating Saw - a beast of a tool, and saw branches off and cut saplings off and attack lantana all the way along.  A couple of afternoons with the saw, and the lantana would be pushed back from the driveway to allow nice cars - Mum's and Murray's - to go down the driveway without being scratched.  Very hot work, drenched in sweat, and the mosquitos are out in force in the low lying ground around and netween the dams. <br> <h4>Bobcat Hire = this weekend ?!?!  😜😜😜</h4> At this stage I plan to hire a ""drive it yourself"" Bobcat this weekend from Coates Hire (about $400 for the weekend) - providing the rain holds off (don't want to get bogged) and nothing urgent crops up between now and then. <br> If the bobcat gets bogged, the Prado won't be able to pull it out, and in any case, I'm on my own here, so there's no-one to drive the Prado if I'm bogged in the Bobcat. <br> I have 3 x 20 Litre plastic Gerry Cans and will fill these with Diesel before the weekend.  Not sure how much fuel a Bobcat holds / uses ... but 60 litres is probably 1 tank full.  Will probably need to make several trips to the Servo - about 10-15 Km away. <br> I've only every driven a Bobcat for a few seconds before ... so this is <b>both exciting and terrifying</b>. Just going to take things slow and focus on fixing the driveway and pushing back the lantana - the worst part is near the Big Dam.  And then ... time for fun clearing trails around the block."
360,Margaret,"2022-02-14 05:16:05","All OK -- Francis phoned and we talked about cataract operations --  Mary has an eye problem also -- Michael will do driving to and from Hillcrest on 5th and 12th March - he has to go in with me to prove I will not try to drive.peration"
359,Mike,"2022-02-13 19:22:55","Morning walk.  Drive into Super Cheap Auto and buy a Jump Starter (SCA 12V 2400 Amp 8 Cylinder Heavy Duty Jump Starter) - the biggest one they have in stock.  Mum's for lunch and afternoon tea.  Do a load of washing at Mum's.  Fill 2 crates of water.  Change a garden tap washer.  Put the Jump starter on charge when I got home (it takes 2-3 days to charge)."
358,Mike,"2022-02-13 19:20:34","Wed (9-Feb) Mind Jean from 11:30 AM to 4:00 PM to allow Murray to go to his beach house and continue to sort things out, pack things."
357,Margaret,"2022-02-12 05:03:34","All OK -- Coffee with friends Yeppoon Central shopping centre this morning"
356,Margaret,"2022-02-11 05:29:45","All OK -- dinner with friends at Spinnakers Restaurant -- small group: Judy, Irma, Yvonne and Larry -- checked my Covid vaccination certificate and Membership card"
355,Margaret,"2022-02-10 06:40:32","All OK -- been sorting information for cataract operations -- right eye 5/3/2022 and left eye 12/3/2022 -- after Dr. Kitchen tests and measurements yesterday -- thanks to Murray for driving me there"
354,Margaret,"2022-02-09 05:08:43","All OK -- First appointment today 2.30 pm with Dr. Kitchen at Rockhampton Eye Clinic -- Michael will pick me up at 1.30 pm and drive return journey at 4.30 pm as I can't drive for 2 hours  Will have eye test and measured fror cataract lenses -- two more appointments required for lense fittings."
353,Mike,"2022-02-07 22:13:29","<h3>Mind Jean:</h3>  Mind Jean from 11:30 AM until 3:30 PM so Murray can go to his beach house and pack more gear and sort more stuff for give away / discarding.  Work on charity work while there. <h3>Exploring in Toyota 4WD:</h3> Return to farm and start my Toyota 4WD and go for a slow drive (low range) around as much of my land as possible - pushing through thick lantana, sapplings, and scrub, and find a way to drive along the powerline easement to the normal front entrance way - very rough - needs clearing and grading, but this will open up another way to enter / exit the property.  Push along the part of the north boundary and back down towards the centre - and was pushing a branch up the wind screen when my wind screen shattered.  Was going slow, and it wasn't a huge branch.  Just goes to show how easily even toughened wind screen glass breaks.  If I am going to be doing similar work with the $30K New Holland tractor, then its cab windows will all be broken in no time.  I really need an ugly tractor which is good mechanically. <h3>Keith B the neighbour:</h3> Meet the neighbour - Keith B - who turned out to be a great guy.  We got into his side-by-side ATV and he took me on a tour of his land, he has trails going everywhere, but has 2 bobcats to help him maintain them.  Awesome million dollar views from the high spots.  He also took me on a tour of his house - very beautiful and rennovated and doubled in size by Keith over the years.  He recommends I buy or hire a bobcat to do the clearing / fire breaks / open up trails, because they have a very low centre of gravity.  He reminded me that tractors have a very nasty habbit of tipping over even on groung that is not real steep (due to their high center of gravity)."
351,Margaret,"2022-02-07 05:47:10","All OK -- checked calendar -- Irma 81 today"
350,Margaret,"2022-02-07 05:45:00","All OK -- friend Irma's 83rd birthday -- coffee thios morning with friends at local beachfront cafe ""Jolt"""
349,Margaret,"2022-02-06 05:19:06","All OK -- I went to the motel on Thursday afternoon to bring in the rubbish bin from the roadway to the house."
348,Margaret,"2022-02-06 05:17:04","All OK -- when I went to the motel Thursday afternoon the lawn had beds, chairs etc. and cars were pulling up and loading things -- I think the locals must go by often -- one lady was sitting on a bed and base and then her husband arrived with a trailer and loaded it on."
347,Mike,"2022-02-05 23:55:04","<h3>Murray's Beach House update</h3>Finally one of Murray's brothers has agreed to sit with / mind Jean for a couple of hours.  FINALLY !  Murray and I go to his beach house and load the trailer up with rubbish and his car up with storage boxes of stuff he wants to keep.  Take the trailer load of rubbish to the local tip. <br> <h3>Motel Update:</h3> When we arrived at motel, there were 2 outdoor chairs on the FREE pile, and 15 mins later these were gone.  Everything they are putting in the FREE pile is getting snapped up and taken away real quick.  Apparently they have been putting beds, furniture, etc out of the apartments out for FREE - and it gets snapped up really fast."
345,Margaret,"2022-02-05 05:07:30","All OK -- still dark at 5 a.m. -- coffee with friends at City Central this morning and have shopping list as have not been to supermarkets since last Satrday"
344,Mike,"2022-02-04 21:29:12","Pick up my 2 new air conditioners in Rocky.  Visit all 2 (two) farm machnery / tractor sales yards in Rocky that can also (occassionally) sell second hand / traded in tractors, etc.  They have a huge, powerful New Holland Tractor with a big, strong blade on the front all in very good condition - price not known yet, but they anticipate $30,000 + GST.  This is not out of the question for me, as I have a lot of fire breaks to clear, and 2 KM of driveway to grade and clear along the edges (push back the lantana, saplings, etc).  However, it is a really nice tractor, and I need it to do some really rough work through trees and branches - it will be a shame to damage the tractor, break windows in the cab, etc - but this sort of thing will be unavoidable to do the clearing, fire breaks, driveway work that I need to do.  I really need an ugly / beat up tractor that is really good mechanically - with a front end loader with a 4-in-1 bucket and a heavy blade on the back."
343,Margaret,"2022-02-04 05:38:01","All OK --steady rain overnight but no sign of forecast thunder storm"
342,Mike,"2022-02-03 21:06:33","Very hot and humin here.  Walk part of the back fence with large garden secateurs and cut out sapplings on or near fence.  Thunderstorm and rain on the mountains a few KM away.  When I got back to house, down it came.  Bring wheelie bin in - LOL, a 2 KM round trip ! 🤣🤣"
341,Mike,"2022-02-03 21:02:14","Wednesday (2-Feb) MInd Jean all day while Murray goes to his house and continues packing, sorting out what is to go to dump, etc."
340,Margaret,"2022-02-03 04:44:38","All OK -- should say :in the morning but probably could not"
339,Margaret,"2022-02-03 04:42:19","All OK -- yesterday afternoon Beau had a seizure -- first in 2 years -- was in Rocky in thebably would not have been able to get appointment with High Street vet as they are always busy -- have appoointment Yeppoon vet this afternoon."
338,Margaret,"2022-02-02 05:48:10","All OK -- will walk dogs on beach -- had breakfast"
337,Mike,"2022-02-01 12:11:19","Centacare today ...  drop cane chair into Murray in morning.  Dinner with Murray and Jeab - Beef Stroganoff 💖 😜"
336,Mike,"2022-02-01 12:10:16","Monday (31-Jan): pay some bills, and $25K into Murray's Super (payment 1 of 2).  Drive to Yeppoon and change my address with 2 banks(that I could not do on-line) and for my Driver's License / Dept of Main Roads.<br>Lunch at Mums, watch some TV (Storage Wars, American Pickers, etc)."
335,Margaret,"2022-02-01 04:49:19","All OK -- Michael here for afternoon yesterday -- dinner tonight with friends at Pacific Hotel in Yeppoon -- first time months"
334,Margaret,"2022-01-31 05:38:27","All OK -- no rain here yesterday -- hope Michael can find a tractor/slasher soon -- they get sold minutes before he finds them"
333,Mike,"2022-01-30 22:30:33","<b>Mowing Fire Breaks</b> With Fire Season well and truly on us, and my land becomming increasing overgrown, I really need to get cracking on clearning and slashing trails and fire breaks.  Until I can improve my tractor situation, my only option is my Zero Turn mower - a mower that is made for yard and small acreage mowing, not mowing tall grass, lantana, and sapling trees, on rocky sloping ground.  But, it's all I have at this stage ... <br> Yesterday, the drive belt broke, or came off the pully's, when I was part way down the western fence line.  Today I took 2 big car ramps, tools, and rope out to mower and after trying numerous things, managed to get the rear of the mower onto the ramps by towing it onto the ramps with my hatch back car.  Spend about 30 minutes wrestling with the belt, pullys, and tough springs, but eventually manage to reset the drive belt (it had just come off the pully's due to vegetation and sticks being rammed up into the area). <br> Continue mowing ...  but about 20 mins later it happened again.  Return to the house and pick up my car, ramps, etc and reverse down the western fence line to the mower.  Had to reverse, because there is nowhere for a small car to turn around.  Go the belt back on, drive car back home, and continue mowing along western fence line.  Started heading for home near dusk, just as a huge rain storm hit.  I didn't mind getting soaked, it washed away the dirt and the grass that covered me. <br> Shower, wash my hair, dinner.  So tired ..."
332,Mike,"2022-01-30 12:57:51","<h3>Saturday (29-Jan):</h3>  <br> <b>2 x Iseki Tractors for sale in Rocky for $2,500 (for both) ...</b> after more phone calls, and strong hints at higher than $2,500 offers, and what seemed like an eternity of waiting, I finally got confirmation from Shane (the original seller) at about 11:30 AM, that the old guy and his son want both tractors.  Of course they do.  SOLD.  End of story.  Shane (the seller) is a really nice guy, a boiler maker with a huge shed of tools and projects at Port Alma ...  he had purchased both tractors for $2,500 and had put a a fair amount of work into them - welding the front mini grader blade onto the front of the yellow 2WD tractor and a terrific home made crane on the back of the blue  4WD tractor.  And he was selling them for just what he paid for them.  He said he will keep an eye out for me ...  Wish he lived next door to me here ...  <br> <b>House Sorting / Cleaning:</b> Clean-up / sort out my bathroom here at the farm, remove cistern, fit new poly fitting, and re-mount cistern and no more leak.  Nice !  <br> <b>Mowing Fire Breaks:</b> Mowing along back fence where bulldozer cleared and made a dirt road a year ago, there is long grass, weeds, and tons of small trees (6 foot high) growing everywhere.  Mow it to keep it clear and make a fire break. Sadly, I didn't get much done and my poor Zero Turn mower threw the drive belt because of all of the sticks and vegetation pushing up into the pully area under the machine.  It put up a good fight ... but the vegetation and sticks won. I now need to jack up the back of the machine, wedge besser bricks under it, and crawl around under there to try and put the drive belt back on.  Hope it hasn't broken the belt ..."
331,Mike,"2022-01-30 12:56:57","<h3>Friday (28-Jan): 2 x Iseki Tractors for sale in Rocky for $2,500 (for both)</h3> 2 x Iseki Tractors for sale in Rocky for $2,500 (for both) - seems incredibly cheap.  <br> See pics, info here:  (Sorry had to remove link, it is causing strange truncation in Chatterbox).   <br> Murray saw the add within an hour of being listed on Facebook Marketplace and phoned me.  Yep, I want them, let`s go.  Murray replied to the Ad - the first reply, got the sellers phone and address, and we were first cab off the rank (or so we thought).  I threw a 20 Liter of Diesel, a spare battery, and tools into the car and took off for Rocky, picked Murray up, and headed for Port Alma - on the southern outskirts of Rocky.  We got there about 10 mins too late - an old guy beat us to it. <br> I hung round, chatted, drooled over both tractors, and waited for the old guy to make a decision.  He hummed and haahed for about 30 mins, he is looking for a tractor for his son, who has a very steep block near Mt Morgan, he thought he only wanted the blue 4WD tractor (the 2WD Yellow tractor would not handle the steep terrain), but would need to check with his son.  I wanted the 2WD yellow tractor - with the really heavy small mini blade on the front, to smooth out my driveway, trails, and push the vegetation back.  <br> I offered the old guy $2,500 for the Yellow tractor - so he would get the blue 4WD tractor for free.  And he hummed and haahed and eventually ""nooo, I need to wait for my son to see which one he wants"".  I hung around, chatted, and tried to get the old guy to make a decision and say ""YES"" for the yellow tractor, and all he could do was hum and hah and ""no, I`ll wait for my son"".  But, eventually, it was clearly no-use, and Murray and I left.  <br> Anyway, after lots of phone calls, and strong hints at higher than $2,500 offers, and an eternity of waiting, I finally got confirmation from Shane (the original seller) the next day (on Saturday at about 11:30 AM), that the old guy and his son want both tractors. <br> <b>Absolutely gutted ...</b> <br> <b>Lesson for the future:</b> - if a great / amazing deal is listed on Marketplace (or anywhere else), then buy it sight unseen.  Being first cab off the rank in replies means NOTHING.  The first to say ""I`ll take it, I`ll pay your price"" - by phone, by message, or in person - get`s the item(s). <br> On Friday afternoon, while waiting on the edge of my seat for the old guy to make a decision, I went shopping - picked up a poly connector I needed for toilet cistern, and purchased a heavy duty car / truck battery charger.  Can`t stop hoping for the yellow tractor ..."
310,Margaret,"2022-01-30 05:12:49","All OK -- Michael coming for lunch today -- Sugar and Beau will be pleased to see him"
309,Margaret,"2022-01-29 05:52:14","All OK -- Coffee with friends Yeppoon Central Shopping Centre -- will walk dogs beach before if rain holds off"
308,Margaret,"2022-01-28 05:40:26","All OK -scattered showers early morning -- Michael will let me know plan for the day -- maybe minding Jean in Rocky while he and Murray going to look at mini ute"
307,Mike,"2022-01-27 18:29:30","Far,: mowing along driveway today, making the driveway wider wherever I can, cutting back the vegetation along the sides ... Perhaps one day Mum and Murray might be able to visit in their flash cars, but not for a while yet.  Got to cut the vegetation back further in many places to avoid scratching cars.."
306,Mike,"2022-01-26 11:09:11","Mind Jean at her house in Rocky while Murray returns to his house at the beach to packup and hopefully throw out.  He still has so much to do ....  Days and maybe even weeks of work."
305,Mike,"2022-01-26 11:06:45","Clayton already has an offer - a low offer, almost 100K below agent's price.  Negotiating now ..."
304,Mike,"2022-01-26 11:05:11","Monday (25-Jan-2022): <b>Kinka House Work - Rubbish Removal</b>.  Drive to motel and load up the trailer with Murray's Mum's electric chair, the computer desk on wheels and the 2 seater couch.  The computer desk and couch were on the veranda of Unit 11 at settlement, but apparently the new owners don't want these, and have pushed them over against the house.  Also throw assorted ribbish that I can fit onto the trailer - that Murray was stacked up to the house fence.  And (after double checking with Murray) put the double bed and base from the garage on the top.  Jeremy (ne owner) helped me load the trailer.  Take the lot to the dump.  The tip man helped me unload the biggest / heaviest items - thank goodness, because there is no way I could have lifted Jean's heavy electric chair into the skip bin at the tip on my own."
303,Margaret,"2022-01-26 05:16:55","All OK -- Emma dog groomer did dogs yesterday morning -- Beau looks like a kangaroo joey,  Another Emma will mow and trim grass this morning."
302,Margaret,"2022-01-25 05:11:42","All OK -- was still half asleep yesterday -- should say Sugar and Beau love Michael (and Murray)."
301,Mike,"2022-01-24 13:04:05","<h3>Motel Post-Settlement</h3>  <p> Spoken to new owners several times since Settlement and they are very happy !  When Murray or I visit the house (Murray is still cleaning-up / moving out), they always come over and say a friendly hello and want to take us and show us what they are doing. </p>  <p> They are making lots of improvements - repainting, new ceiling fans, new modern down lights, a louver  partition between apartments, extending the paved area around the pool (fenced), and I think adding in a sunken fire / BBQ / entertaining area and a fancy Balinese style Gazebo, and who knows what else ?? </p>  <p> I sure hope people (customers) appreciate the new motel facilities ...  so many of our customers arrived after driving for ~6-8 hours and they are tired and grumpy and just want to get into an air conditioned apartment and close the door.  Some families often arrived for a 4+ night holiday, and they go into the apartment, put the air conditioner on maximum cold, and close the door and you only see them when they emerge to get some dinner in the evening - and that's it - they never go to the beach, never swim in the pool, never go up to Byfield or the Croc Farm or The Caves. </p>  <p> I would have loved to put in sunken fire / BBQ / entertaining area but was always trying to guess how many people would use it, and not abuse it or disturb other guests late at night - like getting drunk and rowdy, burning plastic bottles, etc - and the voice in my head always said ""nope, not a good idea"".   </p>  <p> Even if most apartments join in on the fun and have a party around the fire pit on a Friday or Saturday night, the 1 or 2 apartment that do not join in will leave such horrible / scathing reviews because of late night noise, that you will wish you had never put the fire pit in. </p>  <p> Before Settlement, I gave the new owners a mini course on running a motel, taking bookings, turning on and off apartments on Booking.com and setting prices, highlighted a bunch of things they can do if they want more bookings, and things to watch out for (scams, issues, etc).  And I gave them a USB drive with useful documents and templates: future bookings, booking spreadsheet, vacancy chart, guest rego form template, guest enquiry template, etc and the usernames and passwords for all Motel accounts.  And I also drove up to Rocky OfficeWorks to print an A3 sized Vacancy Chart (multiple pages) so they can see at a glance what their bookings are for the next 12 months. </p>  <p> <br>Their daughter is doing the office / reception work, web page, emails, social media. <br>Their book keeper (from their painting business) is doing the book work. <br>They are sending the laundry out to a commercial laundry for washing. <br>Jeremy is continuing to do his house painting business ... </p>  <p> <br>They have my mobile number and email if they have any questions. <br><b>I hope they do very well and make a packet.</b> </p>"
300,Peter,"2022-01-24 11:03:36","Congratulations Mike - we just saw your note re: the Motel settling a couple of days ago!!! Fantastic news!!! Pete & Scott"
299,Margaret,"2022-01-24 05:35:12","All OK --Sugar and Beau love MurraY -- happy afternoon watching TV."
298,Mike,"2022-01-23 19:46:27","Mum's house for lunch and afternoon tea, while watching Escape to the Country, Storage Wars, etc.  Also drop in at Murray's house and take the bin in, beark up 4 palm fronds from the front and put into my car, and check all OK."
297,Mike,"2022-01-23 19:44:21","<h3>Another new Tractor ???  Almost .... </h3> A <b>2005 McCormick GX50 tractor</b> has come up For Sale (listed on Facebook Marketplace last night, Saturday night) with full cab, front end loader, fork lift forks, and slasher for $13,500 all in great condition and available locally, just down the road from me.  Investigate McCormick tractors - do some research on-line to make sure they aren't a crappy import tractor, like the many Chinese and Indian scam tractors now flooding the market, which are really low quality, have crappy aluminium engines, and don't even last 50-100 hours of light use.  McCormick seem like a decent brand.  From about 9 AM on, Murray messaged the guy, and continued through-out the day, trying to get an inspection and/or a mobile number from him, and in the late afternoon the seller finally reported back that the tractor had SOLD.  Things really sell fast on Facebook Marketplace.   <br> You can see pics of this type of tractor here (look for a full cab with front end loader): https://duckduckgo.com/?t=ffab&q=McCormick+GX50+tractor&iax=images&ia=images <br><b>Oh well, maybe next time ...  👍</b>"
